,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
1386,Visakhapatnam to Rajahmundry,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),20:30,02:15,05h 45m,INR 520,1 Seat available,3.9
1387,Visakhapatnam to Rajahmundry,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),20:30,01:20,04h 50m,699,18 Seats available,3.7
1388,Visakhapatnam to Rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:30,02:20,05h 50m,INR 570,4 Seats available,3.8
1389,Visakhapatnam to Rajahmundry,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),20:55,02:00,05h 05m,INR 844,8 Seats available,3.7
1390,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,INR 500,14 Seats available,3.7
1391,Visakhapatnam to Rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,INR 800,5 Seats available,3.1
1392,Visakhapatnam to Rajahmundry,SRKT Travels,A/C Seater / Sleeper (2+1),21:25,02:00,04h 35m,INR 650,3 Seats available,3.8
1393,Visakhapatnam to Rajahmundry,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,02:10,04h 40m,INR 686,5 Seats available,4.4
1394,Visakhapatnam to Rajahmundry,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:35,03:15,05h 40m,INR 750,9 Seats available,3.2
1395,Visakhapatnam to Rajahmundry,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:45,01:45,04h 00m,INR 599,10 Seats available,3.6
1396,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),21:45,02:30,04h 45m,380,3 Seats available,4.2
1397,Visakhapatnam to Rajahmundry,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),21:45,02:30,04h 45m,INR 555,9 Seats available,3.3
1398,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:00,02:20,04h 20m,INR 550,23 Seats available,3.1
1399,Visakhapatnam to Rajahmundry,Sri Amaravathi Travels,NON A/C Sleeper (2+1),22:00,02:31,04h 31m,720,15 Seats available,3.6
1400,Visakhapatnam to Rajahmundry,BEZAWADA TOURS AND TRAVELS,NON A/C Sleeper (2+1),22:15,02:05,03h 50m,INR 699,7 Seats available,3.4
1401,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,02:30,04h 15m,INR 800,2 Seats available,3.1
1402,Visakhapatnam to Rajahmundry,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:30,02:30,04h 00m,INR 830,3 Seats available,3.7
1403,Visakhapatnam to Rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,555,6 Seats available,3.5
1404,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:45,03:00,04h 15m,INR 550,4 Seats available,3.1
1405,Visakhapatnam to Rajahmundry,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:45,02:40,03h 55m,INR 750,21 Seats available,3.6
1406,Visakhapatnam to Rajahmundry,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:50,03:30,04h 40m,INR 750,19 Seats available,3.6
1407,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),23:00,02:00,03h 00m,INR 600,1 Seat available,3.7
1408,Visakhapatnam to Rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,555,15 Seats available,3.5
1409,Visakhapatnam to Rajahmundry,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:00,03:15,04h 15m,INR 555,7 Seats available,3.2
1410,Visakhapatnam to Rajahmundry,Sri Amaravathi Travels,Non A/C Seater / Sleeper (2+1),23:10,04:05,04h 55m,540,7 Seats available,3.6
1411,Visakhapatnam to Rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:35,03:00,03h 25m,INR 667,12 Seats available,3.1
1412,Visakhapatnam to Rajahmundry,Morning Star Travels,NON A/C Sleeper (2+1),21:30,01:20,03h 50m,INR 650,10 Seats available,2.7
1413,Visakhapatnam to Rajahmundry,Sarayu Travels,A/C Seater / Sleeper (2+1),19:05,23:45,04h 40m,INR 1300,8 Seats available,No rating
1414,Visakhapatnam to Rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),19:05,00:10,05h 05m,INR 3999,39 Seats available,3.1
1415,Visakhapatnam to Rajahmundry,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),19:05,23:00,03h 55m,INR 2899,36 Seats available,3.7
1416,Visakhapatnam to Rajahmundry,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,01:30,06h 15m,INR 899,3 Seats available,3.0
1417,Visakhapatnam to Rajahmundry,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,INR 1200,40 Seats available,3.5
1418,Visakhapatnam to Rajahmundry,Sai Sarvam Tours and Travels,A/C Sleeper (2+1),22:40,03:05,04h 25m,INR 5000,34 Seats available,3.4
1419,Visakhapatnam to Rajahmundry,SMKAT Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),19:15,00:03,04h 48m,INR 4999,37 Seats available,No rating
1420,Visakhapatnam to Rajahmundry,VENKATA VYSHNAVI TRAVELS,NON A/C Sleeper (2+1),21:05,01:05,04h 00m,INR 3000,32 Seats available,2.0
1421,Visakhapatnam to Rajahmundry,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),21:24,01:50,04h 26m,INR 3999,44 Seats available,1.5
1422,Visakhapatnam to Rajahmundry,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,01:05,03h 35m,INR 2550,17 Seats available,2.4
1423,Visakhapatnam to Rajahmundry,VNR Tours And Travels,A/C Sleeper (2+1),21:50,01:50,04h 00m,3599,34 Seats available,No rating
1424,Visakhapatnam to Rajahmundry,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),21:54,01:50,03h 56m,INR 3999,44 Seats available,1.5
1425,Visakhapatnam to Rajahmundry,RAJULATALLI TRAVELS,NON A/C Semi Sleeper (2+2),22:00,02:00,04h 00m,INR 5000,40 Seats available,1.0
1426,Visakhapatnam to Rajahmundry,Tranzindia Travels,VE A/C Sleeper (2+1),22:40,01:25,02h 45m,INR 2550,26 Seats available,2.4
1427,Bangalore to Kurnool,TGSRTC - 1957,Super Luxury (Non AC Seater 2+2 Push Back),19:10,02:15,07h 05m,INR 479,11 Seats available,3.9
1428,Bangalore to Kurnool,TGSRTC - 8212,LAHARI A/C SLEEPER CUM SEATER,19:15,01:55,06h 40m,INR 556,8 Seats available,3.9
1429,Bangalore to Kurnool,TGSRTC - 8210,LAHARI A/C SLEEPER CUM SEATER,19:30,03:20,07h 50m,INR 547,12 Seats available,3.9
1430,Bangalore to Kurnool,TGSRTC - 1295,Lahari A/C sleeper,19:30,04:00,08h 30m,INR 1099,12 Seats available,3.1
1431,Bangalore to Kurnool,TGSRTC - 9572,Lahari A/C sleeper,19:30,03:35,08h 05m,INR 1124,27 Seats available,3.9
1432,Bangalore to Kurnool,TGSRTC - 8666,LAHARI A/C SLEEPER CUM SEATER,19:45,02:30,06h 45m,INR 547,22 Seats available,3.5
1433,Bangalore to Kurnool,TGSRTC - 1010,Super Luxury (Non AC Seater 2+2 Push Back),20:00,03:30,07h 30m,INR 479,24 Seats available,4.1
1434,Bangalore to Kurnool,TGSRTC - 1083,LAHARI A/C SLEEPER CUM SEATER,20:30,04:35,08h 05m,INR 547,39 Seats available,3.7
1435,Bangalore to Kurnool,TGSRTC - 1014,LAHARI A/C SLEEPER CUM SEATER,20:45,03:25,06h 40m,INR 547,26 Seats available,4.5
1436,Bangalore to Kurnool,TGSRTC - 1002,LAHARI A/C SLEEPER CUM SEATER,21:45,03:45,06h 00m,INR 547,30 Seats available,3.4
1437,Bangalore to Kurnool,TGSRTC - 1030,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:20,06h 50m,INR 479,26 Seats available,3.7
1438,Bangalore to Kurnool,TGSRTC - 1300,Lahari Non A/C Sleeper Cum Seater,23:00,05:25,06h 25m,INR 483,22 Seats available,4.4
1439,Bangalore to Kurnool,BRS Travels,A/C Sleeper (2+1),21:15,04:45,07h 30m,648,8 Seats available,4.3
1440,Bangalore to Kurnool,BRS Travels,A/C Seater / Sleeper (2+1),20:05,04:30,08h 25m,INR 700,5 Seats available,4.2
1441,Bangalore to Kurnool,BSR Tours And Travels,A/C Sleeper (2+1),19:20,04:00,08h 40m,880,4 Seats available,5.0
1442,Bangalore to Kurnool,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,04:05,05h 35m,1850,25 Seats available,4.2
1443,Bangalore to Kurnool,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:10,01:00,05h 50m,INR 699,1 Seat available,4.6
1444,Bangalore to Kurnool,IntrCity SmartBus,AC Sleeper (2+1),22:55,05:15,06h 20m,INR 889,3 Seats available,4.2
1445,Bangalore to Kurnool,BRS Travels,A/C Sleeper (2+1),21:00,04:55,07h 55m,648,9 Seats available,4.2
1446,Bangalore to Kurnool,AR & BCVR Travels,A/C Sleeper (2+1),21:15,05:00,07h 45m,INR 800,13 Seats available,4.4
1447,Bangalore to Kurnool,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,03:40,07h 25m,900,2 Seats available,4.1
1448,Bangalore to Kurnool,Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),22:00,03:45,05h 45m,1614,1 Seat available,4.2
1449,Bangalore to Kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,04:00,08h 00m,1180,4 Seats available,4.7
1450,Bangalore to Kurnool,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),23:15,04:40,05h 25m,INR 1249,11 Seats available,4.2
1451,Bangalore to Kurnool,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:15,03:30,06h 15m,INR 1099,10 Seats available,4.0
1452,Bangalore to Kurnool,Zingbus Plus,A/C Sleeper (2+1),20:05,02:05,06h 00m,1409,9 Seats available,4.2
1453,Bangalore to Kurnool,Royal Rich India,Bharat Benz A/C Sleeper (2+1),22:35,04:00,05h 25m,1250,17 Seats available,No rating
1454,Bangalore to Kurnool,Jabbar Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:00,03:40,05h 40m,INR 969,1 Seat available,4.0
1455,Bangalore to Kurnool,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,04:10,05h 40m,1650,1 Seat available,4.6
1456,Bangalore to Kurnool,SL Travels,NON A/C Sleeper (2+1),21:45,04:15,06h 30m,INR 1250,6 Seats available,3.4
1457,Bangalore to Kurnool,BRS Travels,A/C Seater / Sleeper (2+1),21:00,04:30,07h 30m,509,9 Seats available,3.8
1458,Bangalore to Kurnool,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:20,04:45,05h 25m,INR 900,11 Seats available,3.7
1459,Bangalore to Kurnool,Jabbar Travels,NON AC Seater / Sleeper 2+1,21:30,04:00,06h 30m,INR 623,2 Seats available,3.6
1460,Bangalore to Kurnool,YAS Tours and Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,05:15,05h 16m,INR 800,21 Seats available,3.8
1461,Bangalore to Kurnool,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,03:05,05h 05m,INR 850,2 Seats available,3.5
1462,Bangalore to Kurnool,Jabbar Travels,NON A/C Semi Sleeper / Sleeper (2+1),23:00,04:30,05h 30m,INR 651,2 Seats available,3.8
1463,Bangalore to Kurnool,GEE PEE TRAVELS,NON A/C Sleeper (2+1),22:15,05:10,06h 55m,INR 770,1 Seat available,3.8
1464,Bangalore to Kurnool,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),00:40,06:15,05h 35m,INR 1100,3 Seats available,3.6
1465,Bangalore to Kurnool,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:30,05:20,05h 50m,INR 1000,10 Seats available,3.3
1466,Bangalore to Kurnool,Royal Rich India,Bharat Benz A/C Sleeper (2+1),23:35,04:45,05h 10m,1150,2 Seats available,3.0
1467,Bangalore to Kurnool,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:30,04:30,08h 00m,INR 1040,10 Seats available,3.4
1468,Bangalore to Kurnool,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:30,03:35,05h 05m,846,2 Seats available,3.5
1469,Bangalore to Kurnool,National travels,Scania AC Multi Axle Sleeper (2+1),20:00,03:30,07h 30m,INR 950,3 Seats available,3.6
1470,Bangalore to Kurnool,Swamy Ayyappa Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),23:00,05:00,06h 00m,1400,30 Seats available,3.4
1471,Bangalore to Kurnool,Kaveri Travels,A/C Sleeper (2+1),22:00,03:30,05h 30m,INR 949,2 Seats available,3.8
1472,Bangalore to Kurnool,IntrCity SmartBus,AC Sleeper (2+1),21:05,03:40,06h 35m,INR 889,1 Seat available,3.9
1473,Bangalore to Kurnool,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 689,1 Seat available,3.8
1474,Bangalore to Kurnool,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,04:30,06h 30m,INR 900,1 Seat available,3.6
1475,Bangalore to Kurnool,Highline Transports,VE A/C Sleeper (2+1),19:10,03:15,08h 05m,INR 880,1 Seat available,3.6
1476,Bangalore to Kurnool,K.L.A Travels,A/C Seater / Sleeper (2+1),20:00,03:30,07h 30m,INR 4000,42 Seats available,No rating
1477,Bangalore to Kurnool,Jabbar Travels,VE Non A/C Sleeper (2+1),20:30,03:15,06h 45m,INR 693,2 Seats available,2.5
1478,Bangalore to Kurnool,Orange Tours and Travels,NON A/C Seater/ Sleeper (2+1),19:30,03:30,08h 00m,INR 600,1 Seat available,No rating
1479,Bangalore to Kurnool,Tranzindia Travels,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,INR 800,2 Seats available,2.6
1480,Bangalore to Kurnool,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:30,05:20,05h 50m,INR 800,21 Seats available,2.3
1481,Bangalore to Kurnool,Orange Tours and Travels,NON A/C Sleeper (2+1),20:00,03:30,07h 30m,INR 800,6 Seats available,No rating
1482,Bangalore to Kurnool,Orange Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:30,04:30,06h 00m,INR 1000,13 Seats available,No rating
1483,Bangalore to Kurnool,Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),23:30,05:00,05h 30m,INR 1000,9 Seats available,No rating
1484,Bangalore to Kurnool,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:10,03:40,05h 30m,INR 900,9 Seats available,2.4
1485,Bangalore to Kurnool,Orange Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:45,03:30,04h 45m,INR 1000,8 Seats available,No rating
1486,Bangalore to Kurnool,AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),19:25,03:45,08h 20m,665,4 Seats available,2.4
1487,Bangalore to Kurnool,TimeCity Travels,Bharat Benz A/C Sleeper (2+1),19:20,01:45,06h 25m,INR 1050,19 Seats available,No rating
1488,Bangalore to Kurnool,Orange Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,04:00,07h 00m,INR 1100,4 Seats available,No rating
1489,Bangalore to Kurnool,Zingbus Plus,A/C Sleeper (2+1),21:35,03:00,05h 25m,1286,10 Seats available,3.1
1490,Bangalore to Kurnool,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),19:30,01:15,05h 45m,INR 979,1 Seat available,3.0
1491,Bangalore to Kurnool,Saleem Travels,NON A/C Sleeper (2+1),21:30,02:30,05h 00m,INR 800,14 Seats available,2.5
1492,Bangalore to Kurnool,Kaleswari Travels,Non A/C Seater / Sleeper (2+1),22:45,05:15,06h 30m,664,16 Seats available,1.8
1493,Bangalore to Kurnool,Balaji Cabs,A/C Sleeper (2+1),23:30,05:45,06h 15m,INR 1499,10 Seats available,2.9
1494,Vijayawada to Kurnool,APSRTC - 6362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,05:00,08h 40m,INR 555,28 Seats available,3.4
1495,Vijayawada to Kurnool,APSRTC - 51068,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,05:15,08h 30m,INR 554,21 Seats available,4.5
1496,Vijayawada to Kurnool,APSRTC - 6727,INDRA(A.C. Seater),21:00,03:10,06h 10m,INR 671,14 Seats available,3.1
1497,Vijayawada to Kurnool,APSRTC - 6629,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:00,09h 00m,INR 555,21 Seats available,4.5
1498,Vijayawada to Kurnool,APSRTC - 6360,INDRA(A.C. Seater),21:30,05:00,07h 30m,INR 671,15 Seats available,3.8
1499,Vijayawada to Kurnool,Al madeena Travels,A/C Sleeper (2+1),20:00,04:30,08h 30m,INR 850,18 Seats available,4.0
1500,Vijayawada to Kurnool,SOLLIGI TRAVELS,A/C Sleeper (2+1),20:45,05:15,08h 30m,INR 900,6 Seats available,4.2
1501,Vijayawada to Kurnool,S.N Travels,A/C Sleeper (2+1),20:00,03:20,07h 20m,INR 950,19 Seats available,4.0
1502,Vijayawada to Kurnool,Svkdt travels,A/C Sleeper (2+1),21:15,04:45,07h 30m,INR 870,1 Seat available,4.4
1503,Vijayawada to Kurnool,Meena tours and travels,A/C Sleeper (2+1),20:40,04:30,07h 50m,INR 899,7 Seats available,4.8
1504,Vijayawada to Rajahmundry,APSRTC - 3181,INDRA(A.C. Seater),20:20,23:45,03h 25m,INR 318,35 Seats available,3.9
1505,Vijayawada to Rajahmundry,APSRTC - 23970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:15,03h 30m,INR 260,33 Seats available,3.9
1506,Vijayawada to Rajahmundry,APSRTC - 3840,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,02:15,05h 05m,INR 261,33 Seats available,3.9
1507,Vijayawada to Rajahmundry,APSRTC - 3139,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,01:00,03h 40m,INR 263,23 Seats available,3.9
