,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
354,Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),23:30,06:55,07h 25m,INR 670,14 Seats available,4.2
355,Vijayawada to Visakhapatnam,NueGo,Electric A/C Sleeper (2+1),23:30,07:15,07h 45m,941,1 Seat available,4.4
356,Vijayawada to Visakhapatnam,MAHA BUS,A/C Sleeper (2+1),19:00,05:00,10h 00m,INR 790,9 Seats available,4.5
357,Vijayawada to Visakhapatnam,NueGo,Electric A/C Seater/Sleeper (2+1),21:45,06:30,08h 45m,639,5 Seats available,4.5
358,Vijayawada to Visakhapatnam,IntrCity SmartBus,AC Sleeper (2+1),23:15,06:40,07h 25m,INR 879,5 Seats available,4.5
359,Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,INR 650,10 Seats available,4.0
360,Vijayawada to Visakhapatnam,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),23:00,04:45,05h 45m,1505,1 Seat available,4.6
361,Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),20:45,04:30,07h 45m,INR 650,9 Seats available,4.1
362,Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,05:45,07h 15m,INR 550,22 Seats available,3.9
363,Vijayawada to Visakhapatnam,Sri Padmavathi Travels,A/C Seater / Sleeper (2+1),21:30,05:45,08h 15m,INR 550,11 Seats available,3.6
364,Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:00,03:30,08h 30m,INR 550,12 Seats available,3.6
365,Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),21:25,05:15,07h 50m,INR 858,16 Seats available,3.8
366,Vijayawada to Visakhapatnam,Sri Venkataramana Travels,A/C Sleeper (2+1),21:30,05:30,08h 00m,855,11 Seats available,3.2
367,Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,INR 550,10 Seats available,3.9
368,Vijayawada to Visakhapatnam,PRL BUS,A/C Seater / Sleeper (2+1),00:30,08:15,07h 45m,INR 600,32 Seats available,3.9
369,Vijayawada to Visakhapatnam,Morning Star Travels,NON A/C Sleeper (2+1),23:05,07:00,07h 55m,INR 800,1 Seat available,3.0
370,Vijayawada to Visakhapatnam,Sri Amaravathi Travels,Non A/C Seater / Sleeper (2+1),19:45,04:50,09h 05m,540,4 Seats available,3.6
371,Vijayawada to Visakhapatnam,Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,630,8 Seats available,3.1
372,Vijayawada to Visakhapatnam,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),23:05,05:30,06h 25m,INR 570,7 Seats available,3.9
373,Vijayawada to Visakhapatnam,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),21:30,05:15,07h 45m,INR 650,24 Seats available,3.6
374,Vijayawada to Visakhapatnam,SRKT Travels,Non A/C Seater / Sleeper (2+1),22:20,05:30,07h 10m,INR 520,18 Seats available,3.7
375,Vijayawada to Visakhapatnam,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),23:15,06:20,07h 05m,INR 799,18 Seats available,3.2
376,Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:45,04:00,08h 15m,INR 550,9 Seats available,3.8
377,Vijayawada to Visakhapatnam,Morning Star Travels,A/C Sleeper (2+1),20:45,05:30,08h 45m,INR 990,6 Seats available,3.7
378,Vijayawada to Visakhapatnam,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),20:40,04:45,08h 05m,INR 549,12 Seats available,3.3
379,Vijayawada to Visakhapatnam,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,INR 1049,2 Seats available,3.9
380,Vijayawada to Visakhapatnam,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),19:45,05:11,09h 26m,540,3 Seats available,3.2
381,Vijayawada to Visakhapatnam,SVR Tours and Travels,A/C Seater / Sleeper (2+1),23:50,07:00,07h 10m,INR 590,10 Seats available,3.5
382,Vijayawada to Visakhapatnam,Neelachal Travels,A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,INR 800,1 Seat available,3.8
383,Vijayawada to Visakhapatnam,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,INR 600,15 Seats available,3.7
384,Vijayawada to Visakhapatnam,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,INR 550,6 Seats available,3.2
385,Vijayawada to Visakhapatnam,Sarayu Travels,A/C Seater / Sleeper (2+1),23:40,06:00,06h 20m,INR 800,6 Seats available,3.3
386,Vijayawada to Visakhapatnam,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:55,06:30,06h 35m,INR 800,2 Seats available,3.9
387,Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),18:50,02:00,07h 10m,INR 550,7 Seats available,3.1
388,Vijayawada to Visakhapatnam,Jayanth Tours And Travels,Non A/C Seater / Sleeper (2+1),20:20,04:20,08h 00m,590,17 Seats available,No rating
389,Vijayawada to Visakhapatnam,Sai RK Travels,Non A/C Seater / Sleeper (2+1),20:12,04:15,08h 03m,INR 610,17 Seats available,2.4
390,Vijayawada to Visakhapatnam,Sri Krishna Travels,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,INR 560,20 Seats available,2.7
391,Vijayawada to Visakhapatnam,Orange Tours and Travels,NON A/C Seater/ Sleeper (2+1),21:15,05:30,08h 15m,INR 700,1 Seat available,No rating
392,Vijayawada to Visakhapatnam,Sri Siva Devi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:00,04:15,07h 15m,3599,40 Seats available,No rating
393,Vijayawada to Visakhapatnam,Sri Vijaya Varahi Travels,Non A/C Seater / Sleeper (2+1),19:55,04:00,08h 05m,2429,35 Seats available,No rating
394,Vijayawada to Visakhapatnam,Orange Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,04:00,06h 30m,INR 1700,1 Seat available,3.8
395,Vijayawada to Visakhapatnam,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,INR 600,1 Seat available,4.1
396,Vijayawada to Visakhapatnam,Morning Star Travels,A/C Sleeper (2+1),00:55,07:45,06h 50m,INR 790,13 Seats available,2.3
397,Vijayawada to Visakhapatnam,Prathap Travels,Non A/C Seater / Sleeper (2+1),20:00,04:05,08h 05m,INR 550,4 Seats available,2.5
398,Hyderabad to Narasaraopet,APSRTC - 4529,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,04:00,07h 15m,INR 394,11 Seats available,3.9
399,Hyderabad to Narasaraopet,APSRTC - 4538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,04:00,07h 15m,INR 394,8 Seats available,3.8
400,Hyderabad to Narasaraopet,APSRTC - 5831,INDRA(A.C. Seater),21:00,03:50,06h 50m,INR 487,6 Seats available,4.0
401,Hyderabad to Narasaraopet,APSRTC - 4527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,04:20,06h 40m,INR 427,3 Seats available,3.3
402,Hyderabad to Narasaraopet,APSRTC - 4515,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,04:30,06h 50m,INR 427,8 Seats available,3.9
403,Hyderabad to Narasaraopet,APSRTC - 4556,INDRA(A.C. Seater),22:00,04:10,06h 10m,INR 487,10 Seats available,3.8
404,Hyderabad to Narasaraopet,APSRTC - 4448,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:00,07h 00m,INR 394,7 Seats available,3.9
405,Hyderabad to Narasaraopet,APSRTC - 4546,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:35,06h 35m,INR 427,17 Seats available,4.4
406,Hyderabad to Narasaraopet,APSRTC - 4484,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,05:15,07h 00m,INR 394,13 Seats available,4.4
407,Hyderabad to Narasaraopet,Kaveri Travels,Non A/C Seater / Sleeper (2+1),20:30,04:45,08h 15m,INR 450,4 Seats available,4.3
408,Hyderabad to Narasaraopet,KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:45,04:10,07h 25m,INR 600,3 Seats available,3.7
409,Hyderabad to Narasaraopet,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,04:00,07h 00m,INR 1000,7 Seats available,4.1
410,Hyderabad to Narasaraopet,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),21:20,05:00,07h 40m,INR 561,15 Seats available,3.8
411,Hyderabad to Narasaraopet,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,04:00,06h 30m,INR 700,2 Seats available,3.6
412,Hyderabad to Narasaraopet,KARTHIKEYA TOURS AND TRAVELS,A/C Sleeper (2+1),21:45,04:40,06h 55m,INR 700,9 Seats available,4.7
413,Hyderabad to Narasaraopet,Pragathi Travels,NON A/C Sleeper (2+1),22:00,04:30,06h 30m,INR 799,9 Seats available,3.0
414,Hyderabad to Narasaraopet,Pragathi Travels,NON A/C Push Back (2+2),22:00,04:30,06h 30m,INR 449,2 Seats available,3.7
415,Hyderabad to Narasaraopet,SBR Travels,NON A/C Sleeper (2+1),22:05,04:00,05h 55m,INR 770,5 Seats available,3.0
416,Hyderabad to Narasaraopet,VSN Travels,A/C Seater / Sleeper (2+1),22:10,03:55,05h 45m,INR 799,6 Seats available,4.6
417,Hyderabad to Narasaraopet,VSN Travels,A/C Sleeper (2+1),22:10,03:55,05h 45m,INR 790,6 Seats available,3.8
418,Hyderabad to Narasaraopet,SBR Travels,NON A/C Sleeper (2+1),22:10,04:50,06h 40m,INR 830,3 Seats available,4.2
419,Hyderabad to Narasaraopet,Vikram sri krishna travels,A/C Sleeper (2+1),22:13,04:30,06h 17m,INR 690,3 Seats available,3.9
420,Hyderabad to Narasaraopet,Morning Star Travels,A/C Sleeper (2+1),22:15,04:20,06h 05m,INR 790,1 Seat available,3.7
421,Hyderabad to Narasaraopet,Harshita Tours And Travels,NON A/C Sleeper (2+1),22:20,04:30,06h 10m,INR 799,7 Seats available,4.3
422,Hyderabad to Narasaraopet,SVR Bus,Non A/C Seater / Sleeper (2+1),22:20,04:35,06h 15m,INR 499,15 Seats available,3.8
423,Hyderabad to Narasaraopet,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,05:00,07h 15m,INR 499,10 Seats available,2.8
424,Hyderabad to Narasaraopet,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,05:00,07h 10m,INR 499,12 Seats available,2.8
425,Hyderabad to Narasaraopet,SRKT Travels,Non A/C Seater / Sleeper (2+1),22:00,04:20,06h 20m,INR 400,9 Seats available,2.9
426,Hyderabad to Narasaraopet,Lakshmi Gayatri Travels,NON AC Seater / Sleeper 2+1,22:15,04:30,06h 15m,INR 499,26 Seats available,2.8
427,Hyderabad to Narasaraopet,Vasireddy Travels,A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,INR 649,15 Seats available,2.5
428,Hyderabad to Narasaraopet,Lakshmi Gayatri Travels,NON A/C Sleeper (2+1),22:24,04:30,06h 06m,INR 799,12 Seats available,2.9
429,Hyderabad to Narasaraopet,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:10,04:00,07h 50m,INR 1100,3 Seats available,4.5
430,Hyderabad to Narasaraopet,VV Vinayak Travels,A/C Sleeper (2+1),21:40,05:00,07h 20m,INR 1070,17 Seats available,3.8
431,Hyderabad to Narasaraopet,MRM Travels,A/C Seater / Sleeper (2+1),21:45,03:10,05h 25m,1140,3 Seats available,3.3
432,Hyderabad to Narasaraopet,PALURI GOWTHAMI TOURS AND TRAVELS,A/c sleeper (2+1),21:50,04:45,06h 55m,INR 5000,1 Seat available,4.6
433,Hyderabad to Narasaraopet,Sai Vijetha Travels,Non A/C Seater / Sleeper (2+1),22:00,04:45,06h 45m,3800,52 Seats available,No rating
434,Hyderabad to Narasaraopet,Vasireddy Travels,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:20,05:00,06h 40m,INR 3000,39 Seats available,2.5
435,Kadapa to Bangalore,APSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:00,08h 00m,INR 472,25 Seats available,3.6
436,Kadapa to Bangalore,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:00,04:00,07h 00m,INR 412,34 Seats available,3.3
437,Kadapa to Bangalore,APSRTC - 6205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:30,06h 00m,INR 472,30 Seats available,3.2
438,Kadapa to Bangalore,APSRTC - 6073,INDRA(A.C. Seater),22:00,03:00,05h 00m,INR 526,23 Seats available,3.7
439,Kadapa to Bangalore,APSRTC - 50181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:50,06h 35m,INR 472,19 Seats available,3.6
440,Kadapa to Bangalore,APSRTC - 6207,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:26,05h 56m,INR 472,13 Seats available,3.6
441,Kadapa to Bangalore,APSRTC - 6065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04:35,05h 50m,INR 472,33 Seats available,4.5
442,Kadapa to Bangalore,APSRTC - 5227,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06:00,07h 15m,INR 472,33 Seats available,3.2
443,Kadapa to Bangalore,APSRTC - 5283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,05:00,06h 10m,INR 472,2 Seats available,1.9
444,Kadapa to Bangalore,APSRTC - 9266,INDRA(A.C. Seater),23:00,04:40,05h 40m,INR 526,31 Seats available,3.8
445,Kadapa to Bangalore,APSRTC - 7744,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,06:45,07h 30m,INR 472,33 Seats available,3.7
446,Kadapa to Bangalore,APSRTC - 9254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:30,06h 00m,INR 472,28 Seats available,4.1
447,Kadapa to Bangalore,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,04:20,04h 35m,INR 716,41 Seats available,3.7
448,Kadapa to Bangalore,APSRTC - 5977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,06:10,06h 20m,INR 472,33 Seats available,4.7
449,Kadapa to Bangalore,APSRTC - 5272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,06:00,06h 10m,INR 472,1 Seat available,2.6
450,Kadapa to Bangalore,Sri Vinayaka Travels,A/C Sleeper (2+1),22:30,05:00,06h 30m,INR 650,3 Seats available,4.2
451,Kadapa to Bangalore,Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 599,1 Seat available,3.9
452,Kadapa to Bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,05:40,07h 00m,INR 350,14 Seats available,4.3
453,Kadapa to Bangalore,S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:00,06h 20m,INR 600,4 Seats available,3.5
454,Kadapa to Bangalore,S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:15,06h 35m,INR 640,1 Seat available,3.8
455,Kadapa to Bangalore,PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,INR 449,21 Seats available,4.0
456,Kadapa to Bangalore,CGR Travels,Non A/C Seater / Sleeper (2+1),22:45,06:55,08h 10m,INR 350,8 Seats available,3.5
457,Kadapa to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,INR 400,15 Seats available,3.8
458,Kadapa to Bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:50,05:50,07h 00m,INR 350,16 Seats available,3.6
459,Kadapa to Bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,05:30,06h 35m,INR 400,6 Seats available,4.3
460,Visakhapatnam to Kakinada,APSRTC - 2581,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,00:15,04h 00m,INR 281,31 Seats available,3.7
461,Visakhapatnam to Kakinada,APSRTC - 2690,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:10,03h 40m,INR 281,34 Seats available,3.5
462,Visakhapatnam to Kakinada,APSRTC - 4930,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,01:00,04h 15m,INR 281,34 Seats available,3.7
463,Visakhapatnam to Kakinada,APSRTC - 2696,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:40,03h 40m,INR 281,32 Seats available,3.7
464,Visakhapatnam to Kakinada,APSRTC - 8307,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:00,01:15,04h 15m,INR 269,36 Seats available,3.7
465,Visakhapatnam to Kakinada,APSRTC - 2543,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,01:40,04h 30m,INR 281,34 Seats available,3.7
466,Visakhapatnam to Kakinada,APSRTC - 4986,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,01:30,04h 10m,INR 281,34 Seats available,3.7
467,Visakhapatnam to Kakinada,APSRTC - 24280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,01:40,04h 00m,INR 281,34 Seats available,3.7
468,Visakhapatnam to Kakinada,APSRTC - 2892,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,01:30,03h 40m,INR 340,31 Seats available,3.6
469,Visakhapatnam to Kakinada,APSRTC - 2533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:30,04h 30m,INR 281,34 Seats available,2.9
470,Visakhapatnam to Kakinada,APSRTC - 3234,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,02:45,04h 35m,INR 269,35 Seats available,3.7
471,Visakhapatnam to Kakinada,APSRTC - 2408,INDRA(A.C. Seater),22:15,02:00,03h 45m,INR 340,37 Seats available,4.2
472,Visakhapatnam to Kakinada,APSRTC - 2816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,02:00,03h 40m,INR 281,34 Seats available,2.8
473,Visakhapatnam to Kakinada,APSRTC - 4910,INDRA(A.C. Seater),22:30,02:30,04h 00m,INR 340,18 Seats available,4.2
474,Visakhapatnam to Kakinada,APSRTC - 4871,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,02:55,04h 10m,INR 281,34 Seats available,3.7
475,Visakhapatnam to Kakinada,APSRTC - 3321,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:15,04h 30m,INR 281,34 Seats available,3.7
476,Visakhapatnam to Kakinada,APSRTC - 23890,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,03:05,04h 05m,INR 269,35 Seats available,3.7
477,Visakhapatnam to Kakinada,APSRTC - 2525,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:30,04h 30m,INR 281,28 Seats available,4.5
478,Visakhapatnam to Kakinada,APSRTC - 24282,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:00,04h 00m,INR 281,34 Seats available,3.7
479,Visakhapatnam to Kakinada,APSRTC - 2870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,02:55,03h 40m,INR 281,34 Seats available,4.9
480,Visakhapatnam to Kakinada,APSRTC - 3415,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:00,04h 30m,INR 281,34 Seats available,4.3
481,Visakhapatnam to Kakinada,APSRTC - 2535,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04:15,04h 30m,INR 281,34 Seats available,4.0
482,Visakhapatnam to Kakinada,APSRTC - 4873,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,03:55,04h 10m,INR 281,34 Seats available,3.7
483,Visakhapatnam to Kakinada,APSRTC - 24266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04:00,04h 05m,INR 281,26 Seats available,4.4
484,Visakhapatnam to Kakinada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,INR 666,10 Seats available,4.4
485,Visakhapatnam to Kakinada,Morning Star Travels,NON A/C Sleeper (2+1),21:10,02:25,05h 15m,INR 700,3 Seats available,2.7
486,Visakhapatnam to Kakinada,MAHA BUS,A/C Sleeper (2+1),21:30,01:40,04h 10m,INR 790,3 Seats available,4.0
487,Visakhapatnam to Kakinada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,03:00,04h 00m,INR 749,25 Seats available,3.5
488,Visakhapatnam to Kakinada,Gaganasri Travels,Non A/C Seater / Sleeper (2+1),21:55,03:00,05h 05m,INR 5000,1 Seat available,No rating
489,Bangalore to Kadiri,APSRTC - 52535,Express Non AC Seater 2+3,21:30,02:30,05h 00m,INR 224,38 Seats available,4.2
490,Bangalore to Kadiri,APSRTC - 6112,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:00,04h 00m,INR 330,20 Seats available,4.5
491,Bangalore to Kadiri,APSRTC - 6129,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:20,03h 50m,INR 330,14 Seats available,3.7
492,Bangalore to Kadiri,APSRTC - 52596,Express Non AC Seater 2+3,22:30,03:30,05h 00m,INR 224,19 Seats available,4.7
493,Bangalore to Kadiri,APSRTC - 52542,Express Non AC Seater 2+3,23:00,04:30,05h 30m,INR 203,2 Seats available,4.2
494,Bangalore to Kadiri,APSRTC - 52537,Express Non AC Seater 2+3,23:05,04:00,04h 55m,INR 224,39 Seats available,4.0
495,Bangalore to Kadiri,APSRTC - 56083,INDRA(A.C. Seater),23:15,02:45,03h 30m,INR 367,19 Seats available,4.8
496,Bangalore to Kadiri,APSRTC - 52591,Express Non AC Seater 2+3,23:55,05:00,05h 05m,INR 224,21 Seats available,2.8
497,Bangalore to Kadiri,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:00,02:40,06h 40m,INR 399,8 Seats available,4.8
498,Bangalore to Kadiri,Indu Travels,Non A/C Seater / Sleeper (2+1),20:00,02:15,06h 15m,INR 349,15 Seats available,4.5
499,Bangalore to Kadiri,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),20:25,02:30,06h 05m,INR 399,17 Seats available,3.9
500,Bangalore to Kadiri,Indu Travels,Non A/C Seater / Sleeper (2+1),20:30,02:15,05h 45m,INR 349,23 Seats available,3.5
501,Bangalore to Kadiri,Vasavi travels,NON A/C Seater/ Sleeper (2+1),20:30,02:00,05h 30m,INR 450,12 Seats available,3.9
502,Bangalore to Kadiri,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:00,03:00,06h 00m,INR 399,26 Seats available,3.2
503,Bangalore to Kadiri,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,INR 399,20 Seats available,3.2
504,Bangalore to Madanapalli,APSRTC - 47135,Express Non AC Seater 2+3,20:15,23:15,03h 00m,INR 173,37 Seats available,2.4
505,Bangalore to Madanapalli,Shiva Parvathi Tours And Travels,Non A/C Seater / Sleeper (2+1),19:00,01:00,06h 00m,INR 400,14 Seats available,No rating
506,Bangalore to Madanapalli,Amara Tours And Travels,A/C Seater / Sleeper (2+1),19:30,00:30,05h 00m,INR 400,16 Seats available,4.4
507,Bangalore to Madanapalli,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,02:00,05h 45m,INR 399,10 Seats available,4.4
508,Bangalore to Madanapalli,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,02:00,05h 20m,INR 347,27 Seats available,3.4
509,Bangalore to Madanapalli,HARITHA TRAVELS,A/C Seater / Sleeper (2+1),20:40,02:45,06h 05m,INR 347,25 Seats available,3.4
510,Bangalore to Madanapalli,SREE RUDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:15,01:35,04h 20m,INR 450,15 Seats available,4.5
511,Bangalore to Madanapalli,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,INR 399,33 Seats available,3.7
512,Bangalore to Madanapalli,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,23:59,04h 44m,INR 399,19 Seats available,2.1
513,Bangalore to Madanapalli,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,02:00,05h 55m,INR 399,8 Seats available,2.2
514,Bangalore to Madanapalli,Sri Vinayaka Travels,NON A/C Sleeper (2+1),19:45,02:00,06h 15m,INR 699,1 Seat available,3.2
515,Bangalore to Madanapalli,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:00,23:59,03h 59m,INR 535,7 Seats available,4.4
516,Bangalore to Madanapalli,Sri Vinayaka Travels,A/C Sleeper (2+1),20:10,03:00,06h 50m,INR 650,11 Seats available,3.2
517,Bangalore to Madanapalli,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),20:30,00:30,04h 00m,INR 549,5 Seats available,4.4
518,Bangalore to Madanapalli,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),20:30,00:30,04h 00m,INR 500,18 Seats available,4.4
519,Bangalore to Madanapalli,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:00,01:30,04h 30m,INR 700,6 Seats available,4.4
520,Bangalore to Madanapalli,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),21:15,01:30,04h 15m,INR 800,4 Seats available,4.4
521,Bangalore to Madanapalli,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:20,00:30,05h 10m,INR 500,14 Seats available,2.7
522,Madanapalli to Bangalore,Shiva Parvathi Tours And Travels,Non A/C Seater / Sleeper (2+1),01:31,04:30,02h 59m,INR 500,3 Seats available,No rating
523,Anantapur (andhra pradesh) to Bangalore,APSRTC - 52937,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:45,02:45,05h 00m,INR 307,30 Seats available,4.2
524,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:30,05h 00m,INR 365,15 Seats available,4.0
525,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6781,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:45,03:30,04h 45m,INR 307,8 Seats available,3.9
526,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6960,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:05,03h 50m,INR 365,14 Seats available,3.0
527,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,03:35,03h 50m,INR 365,24 Seats available,3.9
528,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:58,03:50,03h 52m,INR 365,14 Seats available,3.6
529,Anantapur (andhra pradesh) to Bangalore,APSRTC - 6986,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,04:20,04h 21m,INR 365,11 Seats available,3.5
